Id,Injured,Dead,Keywords,Causes,Consequences
1692,12,0,collision,external,environmental
1693,0,0,"drilling/digging/ploughing vehicles, spill, natural gas",,"environmental, plant"
1694,0,0,"spill, loss of control, cyanide product",external,environmental
1695,0,0,"vessel overturned, collision",external,plant
1696,0,0,"fire - consequence, earth movement, transportation",equipment,"fire, plant"
1697,0,0,"fire - consequence, transportation, human causes",,"explosion, fire"
1698,3,1,"transportation, damage to equipment, fatality",,"explosion, plant"
1699,0,0,spill,external,environmental
1700,0,0,derailment - consequence,,transport
1701,100+,20,"evacuation, fatality, injury",,
1702,200,20,"gas / vapour release, design or procedure error, fatality",,environmental
1703,0,1,"collision, sinking, fatality, pollution, heavy seas",external,"environmental, transport"
1704,0,0,"human causes, spill",,"environmental, plant"
1705,0,0,evacuation,,
1706,2,0,"derailment - consequence, damage to equipment",,"environmental, plant, transport"
1707,0,1,fatality,,environmental
1708,33,0,fire - consequence,,fire
1709,0,0,collision,external,environmental
1710,1,0,,external,environmental
1711,0,0,derailment,,
1712,0,0,,,plant
1713,0,2,"explosion, evacuation, fire - consequence, fatality, product loss",,"explosion, fire, plant"
1714,0,0,"derailment, evacuation",,"environmental, plant"
1715,3,0,damage to equipment,,"environmental, plant"
1716,0,0,,external,environmental
1717,0,0,,,environmental
1718,0,0,,,environmental
1719,0,0,"fire - consequence, gas / vapour release",,"environmental, fire"
1720,0,0,environmental,,
1721,0,0,"fire - consequence, contamination",,"explosion, fire, plant"
1722,0,0,"material of construction failure, pollution",,
1723,19,1,,,explosion
1724,0,0,fire - consequence,,fire
1725,0,0,pollution,,
1726,-,0,injury,,
1727,0,0,,,
1728,0,0,pipeline,,explosion
1729,0,0,"weld failure, fire - consequence",equipment,
1730,0,0,compressor,,explosion
1731,0,0,"spill, pollution",,
1732,0,0,"fire - consequence, pipeline failure",equipment,
1733,0,0,,,
1734,0,0,evacuation,,
1735,0,0,,,
1736,0,0,,,
1737,0,0,fire - consequence,external,explosion
1738,0,0,mechanical equipment failure,,
1739,0,0,,,explosion
1740,0,0,environmental,,
1741,0,0,"fire - consequence, derailment",,plant
1742,1,2,derailment,,
1743,0,0,seal failure,equipment,
1744,0,0,,,explosion
1745,0,0,,external,explosion
1746,0,0,,external,
1747,0,0,,external,explosion
1748,0,0,fire - consequence,,plant
1749,0,0,,,explosion
1750,0,0,fire - consequence,,explosion
1751,11,0,"fire - consequence, collision, loss of control, spill",external,
1752,11,0,"collision, fire - consequence",external,
1753,0,0,,external,explosion
1754,0,0,"spill, environmental, ship ran aground",external,
1755,0,0,,process,
1756,0,0,,external,
1757,0,0,"fire - consequence, evacuation",,
1758,0,0,"fire - consequence, damage to equipment",,plant
1759,1,0,,,
1760,0,2,"fire - consequence, derailment, chemicals unknown",,
1761,0,0,,,
1762,0,0,"derailment, gas / vapour release, fire - consequence, chemicals unknown",,
1763,0,0,,,
1764,0,0,"derailment, spill",external,
1765,0,0,"fire - consequence, damage to equipment",,plant
1766,0,0,"vandalism, spill",external,
1767,0,0,"ship ran aground, pollution",external,
1768,0,0,"ship ran aground, weather effects, fire - consequence, ecological damage",external,
1769,0,0,sabotage,external,
1770,0,0,,,
1771,1,2,fire - consequence,external,
1772,0,0,"explosion, pollution, sabotage",external,
1773,0,0,"gas / vapour release, operator error",human,
1774,0,0,unknown chemicals,,
1775,0,2,,,
1776,0,0,"ship ran aground, pollution",external,
1777,0,0,"pollution, fire - consequence",,
1778,0,0,pollution,equipment,plant
1779,0,0,,external,
1780,0,0,,,
1781,0,0,fire - consequence,,plant
1782,0,0,,,
1783,0,0,,,plant
1784,0,0,"fire - consequence, damage to equipment",equipment,plant
1785,0,0,,,plant
1786,0,0,"fire - consequence, earth movement",,plant
1787,0,0,damage to equipment,external,plant
1788,0,0,,equipment,
1789,0,0,sabotage,external,
1790,400,0,"evacuation, nitrogen peroxide",,plant
1791,15,0,gas / vapour release,,
1792,0,0,,,
1793,0,0,"rail incidents, derailment, fire - consequence",external,
1794,1,0,fire - consequence,,
1795,0,0,,,
1796,0,0,damage to equipment,,plant
1797,0,0,collision,,transport
1798,0,0,sinking,,transport
1799,1,1,"sinking, fire - consequence",,transport
1800,5,0,gas / vapour release,external,
1801,0,0,,external,
1802,0,0,"fire - consequence, collision",external,
1803,0,0,"fire - consequence, damage to equipment",,plant
1804,0,0,fire - consequence,,
1805,0,1,"marine tanker, pollution",external,
1806,0,6,fire - consequence,external,
1807,0,6,derailment - consequence,external,transport
1808,0,1,fire - consequence,process,
1809,0,0,,,
1810,200,3,leak,,
1811,0,0,,,plant
1812,10,0,fire - consequence,,
1813,0,2,"fire - consequence, marine tanker",,
1814,0,0,"overpressurisation, operation inadequate",process,nearmiss
1815,0,0,,external,
1816,0,0,"fire - consequence, plant shutdown",,plant
1817,0,0,"fire - consequence, damage to equipment",,plant
1818,0,0,"pipeline failure, fire - consequence, corrosion, spill",equipment,
1819,0,0,sabotage,external,
1820,1,2,,,
1821,0,3,"derailment, fire - consequence, collision",,transport
1822,0,0,fire - consequence,external,
1823,0,0,,,plant
1824,0,0,fire - consequence,,plant
1825,0,0,"collision, evacuation",external,
1826,31,0,drums,,
1827,20,0,"collision, gas / vapour release, evacuation",external,
1828,0,0,"derailment, fire - consequence",external,
1829,0,0,"explosion, fire - consequence, damage to equipment",,plant
1830,0,0,"spill, inspection inadequate",human,
1831,0,0,,,plant
1832,0,110,"fire - consequence, fatality",,
1833,0,0,"fire - consequence, damage to equipment",,plant
1834,0,0,,,
1835,0,0,ship ran aground,external,
1836,0,0,fire - consequence,external,plant
1837,0,0,fire - consequence,,plant
1838,0,0,"sabotage, gas / vapour release",external,
1839,0,0,,,
1840,0,0,"collision, gas / vapour release, spill",,transport
1841,17,0,,,
1842,22,1,"fire - consequence, damage to equipment",,plant
1843,23,1,,,
1844,0,0,"weather effects, damage to equipment, spill",,plant
1845,0,0,sabotage,external,
1846,0,0,,,
1847,0,0,fire - consequence,,
1848,0,0,,,
1849,57,10,damage to equipment,,plant
1850,0,0,,,plant
1851,0,0,,,
1852,0,0,damage to equipment,,plant
1853,0,0,"corrosion, spill",equipment,
1854,0,0,,,
1855,0,0,"damage to equipment, pollution, inadequate guarding, derailment",human,plant
1856,0,0,"gas / vapour release, sabotage",external,
1857,0,0,ecological damage,,
1858,0,0,sabotage,external,
1859,0,0,spill,,
1860,0,0,,,
1861,0,0,material transfer,,
1862,57,10,explosion,,plant
1863,0,0,"gas / vapour release, environmental",,
1864,0,1,"fatality, road transport, road transportation",,
1865,0,0,"weather effects, spill",,
1866,15,30,,external,
1867,0,0,,,
1868,0,0,spill,external,
1869,0,0,"spill, collision",external,
1870,0,0,"fire - consequence, spill",external,
1871,1,0,"plant shutdown, people, gas / vapour release, storage tanks, normal operations, injury",chemical,"environmental, people, plant"
1872,4,0,"gas / vapour release, people, accidental mixing, injury",chemical,"environmental, people"
1873,0,0,"mechanical equipment failure, accidental mixing, normal operations, unknown chemicals",chemical,"environmental, people"
1874,0,0,"accidental mixing, drums",chemical,environmental
1875,2,0,"accidental mixing, contamination, evacuation, gas / vapour release, material transfer",chemical,"environmental, explosion, people"
1876,2,0,"accidental mixing, gas / vapour release, maintenance, injury",chemical,"environmental, explosion, people"
1877,0,0,"pyrophoric carbon, iron sulphide, fire - consequence, autoignition",chemical,fire
1878,0,0,"operator error, accidental mixing, processing, damage to equipment","chemical, human","explosion, plant"
1879,9,0,"gas / vapour release, runaway reaction, processing, injury",chemical,"environmental, explosion"
1880,2,0,accidental mixing,chemical,
1881,0,0,"operational activities, valve, design inadequate, autoignition, fire - consequence, spill","chemical, human","environmental, fire"
1882,0,0,fire - consequence,chemical,"explosion, fire"
1883,,,,"chemical, equipment, utility","explosion, fire, nearmiss"
1884,0,0,"reactors and reaction equipment, overpressurisation, spill, processing, uncontrolled reaction, unknown chemicals","chemical, process",environmental
1885,0,0,"reactors and reaction equipment, methyl nitrophenol, runaway reaction, processing, methyl nitrophenol, nitrosyl sulphuric acid","chemical, process",explosion
1886,0,0,damage to equipment,chemical,plant
1887,0,0,cleaning inadequate,chemical,
1888,13,0,"cold weather, rupture, fire - consequence, polymerisation, chemical missing, instrumentation failure, temperature meter/control","chemical, equipment, external, utility",plant
1889,13,1,"polymerisation, power supply failure, processing","chemical, utility",
1890,0,3,"high pressure, chemicals added incorrectly, unwanted chemical reaction, reaction vessel","chemical, equipment",
1891,0,0,"spontaneous combustion, fire - consequence, temperature meter/control, processing, operator error, reactors and reaction equipment","chemical, human",plant
1892,0,0,"charging, processing, overpressurisation, damage to equipment, accidental mixing","chemical, process",plant
1893,3,0,"cleaning inadequate, processing, black powder (gunpowder), injury",chemical,
1894,0,0,"cooling equipment, fire - consequence",chemical,
1895,0,0,"reactors and reaction equipment, runaway reaction, spill","chemical, process",
1896,0,0,"autoignition, fire - consequence, processing",chemical,
1897,0,0," maleic anhydride, styrene, xylene, processing, reaction, reactors and reaction equipment, agitator, non-return valve, environmental, runaway reaction, valve failure, inadequate engineering, design or procedure error","chemical, equipment",
1898,6,0,"runaway reaction, gas / vapour release, high pressure",chemical,
1899,0,0,"processing, flow restriction, corrosion, solids deposition, gas / vapour release","chemical, equipment",
1900,1,0,"resins, storage equipment, fire - consequence, decomposition, spontaneous combustion, design or procedure error, injury",chemical,
1901,0,0,"polymer, solids processing equipment, fire - consequence, electrical equipment failure, cleaning inadequate",chemical,
1902,0,0,"autoignition, fire - consequence",chemical,
1903,0,0,"runaway reaction, fire - consequence, reactors and reaction equipment",chemical,
1904,17,0,"gas / vapour release, accidental mixing, labelling incorrect, operator error, containers","chemical, human",
1905,1,0,"fire - consequence, processing, design or procedure error, injury",chemical,
1906,0,0,runaway reaction,chemical,
1907,0,0,"gas / vapour release, contamination, accidental mixing, marine tanker, transportation",chemical,
1908,0,0,"incorrect material of construction, mechanical equipment failure, fire - consequence, separation equipment, design fault, cracking","chemical, human",
1909,5,1,"reaction vessel, fire - consequence, fatality, batch reaction, injury","chemical, equipment",
1910,0,0,"accidental mixing, gas / vapour release",chemical,
1911,0,0,fire - consequence,chemical,
1912,0,0,"batch reaction, storage, product loss, gas / vapour release, safety procedures inadequate, reactors and reaction equipment, uncontrolled reaction, overheating","chemical, human, process",
1913,0,0,"batch reaction, storage, product loss, gas / vapour release, safety procedures inadequate, uncontrolled reaction, overheating, batch reactor","chemical, human, process",
1914,0,0,"accidental mixing, evacuation",chemical,
1915,31,11,"runaway reaction, fire - consequence, processing, injury",chemical,
1916,0,0,"spontaneous combustion, fire - consequence, pipeline failure, processing, damage to equipment","chemical, equipment",
